date,state,price
2022-1,Johor,0.46300833366406013
2022-2,Johor,0.4748085053312811
2022-3,Johor,0.4763953543453547
2022-4,Johor,0.4935100707081042
2022-5,Johor,0.5176010084567774
2022-6,Johor,0.5194591605620237
2022-7,Johor,0.5340957585056029
2022-8,Johor,0.5430062662068038
2022-9,Johor,0.5464068577847134
2022-10,Johor,0.5493028088984062
2022-11,Johor,0.549779059835932
2022-12,Johor,0.5544463277566047
2023-1,Johor,0.5505126389606831
2023-2,Johor,0.5498440213229456
2023-3,Johor,0.552515948231413
2023-4,Johor,0.5439308898390861
2023-5,Johor,0.5450328342104062
2023-6,Johor,0.5507585298679423
2023-7,Johor,0.5561097263720056
2023-8,Johor,0.5544371749530136
2023-9,Johor,0.5595862903464627
2023-10,Johor,0.5590509304295014
2023-11,Johor,0.5606095813852279
2022-1,Kedah,0.5928219077253639
2022-2,Kedah,0.5865247946134151
2022-3,Kedah,0.6007573385410938
2022-4,Kedah,0.6216560102007695
2022-5,Kedah,0.662617352827341
2022-6,Kedah,0.6823531774292019
2022-7,Kedah,0.6899905081134782
2022-8,Kedah,0.698632651798093
2022-9,Kedah,0.7016887798618959
2022-10,Kedah,0.697621906082034
2022-11,Kedah,0.6994907422166239
2022-12,Kedah,0.6970851679664666
2023-1,Kedah,0.6985162230089754
2023-2,Kedah,0.6973494515941704
2023-3,Kedah,0.6990290807060849
2023-4,Kedah,0.7114665888077112
2023-5,Kedah,0.7031960499227607
2023-6,Kedah,0.7151531345654084
2023-7,Kedah,0.719370103338998
2023-8,Kedah,0.7197538557619203
2023-9,Kedah,0.712456439144635
2023-10,Kedah,0.7147579231830823
2023-11,Kedah,0.7068500040151299
2022-1,Kelantan,0.5115495830806986
2022-2,Kelantan,0.5136886329252957
2022-3,Kelantan,0.5081226838923893
2022-4,Kelantan,0.5176275930204184
2022-5,Kelantan,0.5540978297008289
2022-6,Kelantan,0.5580063936085934
2022-7,Kelantan,0.5751733207613643
2022-8,Kelantan,0.5795371114892105
2022-9,Kelantan,0.5848824409633585
2022-10,Kelantan,0.6089308817353463
2022-11,Kelantan,0.5997215595695791
2022-12,Kelantan,0.6107978007032884
2023-1,Kelantan,0.6110840673937161
2023-2,Kelantan,0.6027930016308883
2023-3,Kelantan,0.6054502552248453
2023-4,Kelantan,0.6306618103612093
2023-5,Kelantan,0.6283284162998837
2023-6,Kelantan,0.6316893596992424
2023-7,Kelantan,0.6697593503356547
2023-8,Kelantan,0.6646257764514468
2023-9,Kelantan,0.6791310508942368
2023-10,Kelantan,0.6766575583402108
2023-11,Kelantan,0.6672746523965523
2022-1,Melaka,0.48266479261479256
2022-2,Melaka,0.5031109279609279
2022-3,Melaka,0.5163240773563353
2022-4,Melaka,0.5171858748247637
2022-5,Melaka,0.5373463369963369
2022-6,Melaka,0.5604089157968468
2022-7,Melaka,0.563179904386801
2022-8,Melaka,0.5757153765774455
2022-9,Melaka,0.5766822736650322
2022-10,Melaka,0.5931273934398934
2022-11,Melaka,0.5933433695933695
2022-12,Melaka,0.5905802817871784
2023-1,Melaka,0.5939787064787064
2023-2,Melaka,0.606031365753588
2023-3,Melaka,0.6035119047619047
2023-4,Melaka,0.603678699078699
2023-5,Melaka,0.6019169719169719
2023-6,Melaka,0.5999856393606393
2023-7,Melaka,0.5945177045177045
2023-8,Melaka,0.5943868631368632
2023-9,Melaka,0.595109859276526
2023-10,Melaka,0.5971824009324009
2023-11,Melaka,0.5895557553557553
2022-1,Negeri Sembilan,0.5609622368023892
2022-2,Negeri Sembilan,0.5573874820032721
2022-3,Negeri Sembilan,0.5576413345108997
2022-4,Negeri Sembilan,0.582819988505858
2022-5,Negeri Sembilan,0.6035483227832427
2022-6,Negeri Sembilan,0.6021103203393308
2022-7,Negeri Sembilan,0.6175562623838486
2022-8,Negeri Sembilan,0.6487699072130231
2022-9,Negeri Sembilan,0.6501380216069123
2022-10,Negeri Sembilan,0.6467600912495118
2022-11,Negeri Sembilan,0.6343387709624424
2022-12,Negeri Sembilan,0.6411724653019256
2023-1,Negeri Sembilan,0.6375758989462166
2023-2,Negeri Sembilan,0.6440770541958042
2023-3,Negeri Sembilan,0.6396847492152541
2023-4,Negeri Sembilan,0.6409635889472847
2023-5,Negeri Sembilan,0.6345296756383713
2023-6,Negeri Sembilan,0.6397524585921325
2023-7,Negeri Sembilan,0.6442473602484473
2023-8,Negeri Sembilan,0.6342652550348203
2023-9,Negeri Sembilan,0.643620121156353
2023-10,Negeri Sembilan,0.6378935354691075
2023-11,Negeri Sembilan,0.6348541938839193
2022-1,Pahang,0.5908235013037645
2022-2,Pahang,0.6034354892132291
2022-3,Pahang,0.5890861302024539
2022-4,Pahang,0.6185038257695592
2022-5,Pahang,0.6401092885666853
2022-6,Pahang,0.7026758866293349
2022-7,Pahang,0.6753238882993567
2022-8,Pahang,0.6407604342517387
2022-9,Pahang,0.6376168640205372
2022-10,Pahang,0.6731918647612444
2022-11,Pahang,0.6909157954723439
2022-12,Pahang,0.6669754917667496
2023-1,Pahang,0.706027113182205
2023-2,Pahang,0.7118101905520807
2023-3,Pahang,0.7025230715818978
2023-4,Pahang,0.7005611576398504
2023-5,Pahang,0.7222866284089499
2023-6,Pahang,0.7139713173398405
2023-7,Pahang,0.6984714247963524
2023-8,Pahang,0.6897941510014224
2023-9,Pahang,0.7026447922388341
2023-10,Pahang,0.7174937026562014
2023-11,Pahang,0.7185806832426832
2022-1,Perak,0.5768344869552722
2022-2,Perak,0.5822206090013211
2022-3,Perak,0.5896110867345464
2022-4,Perak,0.6448773269914105
2022-5,Perak,0.6716414155528865
2022-6,Perak,0.6859479702092508
2022-7,Perak,0.7036268539218781
2022-8,Perak,0.7117615349724672
2022-9,Perak,0.7122943463951049
2022-10,Perak,0.7116892899166353
2022-11,Perak,0.7133728216572084
2022-12,Perak,0.7153900306477013
2023-1,Perak,0.7194661717724744
2023-2,Perak,0.7199029024885821
2023-3,Perak,0.7138285007268189
2023-4,Perak,0.714927126615744
2023-5,Perak,0.720775070973716
2023-6,Perak,0.731155858016409
2023-7,Perak,0.7321548597875576
2023-8,Perak,0.7328160819493813
2023-9,Perak,0.7356659270209127
2023-10,Perak,0.7413486880404333
2023-11,Perak,0.7379107731586766
2022-1,Perlis,0.6125873015873016
2022-2,Perlis,0.5796153846153845
2022-3,Perlis,0.5811666666666666
2022-4,Perlis,0.6086617405582923
2022-5,Perlis,0.6975992063492064
2022-6,Perlis,0.7529458128078818
2022-7,Perlis,0.748141975308642
2022-8,Perlis,0.7458207671957672
2022-9,Perlis,0.7493111285266458
2022-10,Perlis,0.7463533163265306
2022-11,Perlis,0.7464104136604137
2022-12,Perlis,0.7502177937005523
2023-1,Perlis,0.7516824752628325
2023-2,Perlis,0.7469317765567767
2023-3,Perlis,0.7508740399385561
2023-4,Perlis,0.7450409523809525
2023-5,Perlis,0.7416494133885437
2023-6,Perlis,0.742788506760729
2023-7,Perlis,0.7393829365079365
2023-8,Perlis,0.7434607279693487
2023-9,Perlis,0.7450185185185185
2023-10,Perlis,0.7439630952380952
2023-11,Perlis,0.7452066666666667
2022-1,Pulau Pinang,0.5944299270127344
2022-2,Pulau Pinang,0.594814380445726
2022-3,Pulau Pinang,0.5998571448809878
2022-4,Pulau Pinang,0.6279655474833692
2022-5,Pulau Pinang,0.6701007803533104
2022-6,Pulau Pinang,0.6968796960841513
2022-7,Pulau Pinang,0.7021409165610878
2022-8,Pulau Pinang,0.7018214888385069
2022-9,Pulau Pinang,0.6989944365955181
2022-10,Pulau Pinang,0.7130127123139206
2022-11,Pulau Pinang,0.7151778997194063
2022-12,Pulau Pinang,0.7220876469901308
2023-1,Pulau Pinang,0.7203560143461064
2023-2,Pulau Pinang,0.7115710304667833
2023-3,Pulau Pinang,0.718497802381673
2023-4,Pulau Pinang,0.7169263837535014
2023-5,Pulau Pinang,0.7114712543991955
2023-6,Pulau Pinang,0.7140040645547837
2023-7,Pulau Pinang,0.7131858552237518
2023-8,Pulau Pinang,0.7121902615327699
2023-9,Pulau Pinang,0.7158449081056925
2023-10,Pulau Pinang,0.7163105158560763
2023-11,Pulau Pinang,0.7184762765777816
2022-1,Sabah,1.0791957671957673
2022-2,Sabah,1.1147176434676433
2022-3,Sabah,1.1585253456221196
2022-4,Sabah,1.17184934318555
